Image Index,Image Path,Label
9264,path/to/image_9264.jpg,[0. 1. 0. 0. 0.]
9265,path/to/image_9265.jpg,[0. 1. 0. 0. 0.]
9266,path/to/image_9266.jpg,[0. 1. 0. 0. 0.]
9267,path/to/image_9267.jpg,[0. 1. 0. 0. 0.]
9268,path/to/image_9268.jpg,[0. 1. 0. 0. 0.]
9269,path/to/image_9269.jpg,[0. 1. 0. 0. 0.]
9270,path/to/image_9270.jpg,[0. 1. 0. 0. 0.]
9271,path/to/image_9271.jpg,[0. 1. 0. 0. 0.]
9272,path/to/image_9272.jpg,[0. 1. 0. 0. 0.]
9273,path/to/image_9273.jpg,[0. 1. 0. 0. 0.]
9274,path/to/image_9274.jpg,[0. 1. 0. 0. 0.]
9275,path/to/image_9275.jpg,[0. 1. 0. 0. 0.]
9276,path/to/image_9276.jpg,[0. 1. 0. 0. 0.]
9277,path/to/image_9277.jpg,[0. 1. 0. 0. 0.]
9278,path/to/image_9278.jpg,[0. 1. 0. 0. 0.]
9279,path/to/image_9279.jpg,[0. 1. 0. 0. 0.]
9280,path/to/image_9280.jpg,[0. 1. 0. 0. 0.]
9281,path/to/image_9281.jpg,[0. 1. 0. 0. 0.]
9282,path/to/image_9282.jpg,[0. 1. 0. 0. 0.]
9283,path/to/image_9283.jpg,[0. 1. 0. 0. 0.]
9284,path/to/image_9284.jpg,[0. 1. 0. 0. 0.]
9285,path/to/image_9285.jpg,[0. 1. 0. 0. 0.]
9286,path/to/image_9286.jpg,[0. 1. 0. 0. 0.]
9287,path/to/image_9287.jpg,[0. 1. 0. 0. 0.]
9288,path/to/image_9288.jpg,[0. 1. 0. 0. 0.]
9289,path/to/image_9289.jpg,[0. 1. 0. 0. 0.]
9290,path/to/image_9290.jpg,[0. 1. 0. 0. 0.]
9291,path/to/image_9291.jpg,[0. 1. 0. 0. 0.]
9292,path/to/image_9292.jpg,[0. 1. 0. 0. 0.]
9293,path/to/image_9293.jpg,[0. 1. 0. 0. 0.]
9294,path/to/image_9294.jpg,[0. 1. 0. 0. 0.]
9295,path/to/image_9295.jpg,[0. 1. 0. 0. 0.]
9296,path/to/image_9296.jpg,[0. 1. 0. 0. 0.]
9297,path/to/image_9297.jpg,[0. 1. 0. 0. 0.]
9298,path/to/image_9298.jpg,[0. 1. 0. 0. 0.]
9299,path/to/image_9299.jpg,[0. 1. 0. 0. 0.]
9300,path/to/image_9300.jpg,[0. 1. 0. 0. 0.]
9301,path/to/image_9301.jpg,[0. 1. 0. 0. 0.]
9302,path/to/image_9302.jpg,[0. 1. 0. 0. 0.]
9303,path/to/image_9303.jpg,[0. 1. 0. 0. 0.]
9304,path/to/image_9304.jpg,[0. 1. 0. 0. 0.]
9305,path/to/image_9305.jpg,[0. 1. 0. 0. 0.]
9306,path/to/image_9306.jpg,[0. 1. 0. 0. 0.]
9307,path/to/image_9307.jpg,[0. 1. 0. 0. 0.]
9308,path/to/image_9308.jpg,[0. 1. 0. 0. 0.]
9309,path/to/image_9309.jpg,[0. 1. 0. 0. 0.]
9310,path/to/image_9310.jpg,[0. 1. 0. 0. 0.]
9311,path/to/image_9311.jpg,[0. 1. 0. 0. 0.]
9312,path/to/image_9312.jpg,[0. 1. 0. 0. 0.]
9313,path/to/image_9313.jpg,[0. 1. 0. 0. 0.]
9314,path/to/image_9314.jpg,[0. 1. 0. 0. 0.]
9315,path/to/image_9315.jpg,[0. 1. 0. 0. 0.]
9316,path/to/image_9316.jpg,[0. 1. 0. 0. 0.]
9317,path/to/image_9317.jpg,[0. 1. 0. 0. 0.]
9318,path/to/image_9318.jpg,[0. 1. 0. 0. 0.]
9319,path/to/image_9319.jpg,[0. 1. 0. 0. 0.]
9320,path/to/image_9320.jpg,[0. 1. 0. 0. 0.]
9321,path/to/image_9321.jpg,[0. 1. 0. 0. 0.]
9322,path/to/image_9322.jpg,[0. 1. 0. 0. 0.]
9323,path/to/image_9323.jpg,[0. 1. 0. 0. 0.]
9324,path/to/image_9324.jpg,[0. 1. 0. 0. 0.]
9325,path/to/image_9325.jpg,[0. 1. 0. 0. 0.]
9326,path/to/image_9326.jpg,[0. 1. 0. 0. 0.]
9327,path/to/image_9327.jpg,[0. 1. 0. 0. 0.]
9328,path/to/image_9328.jpg,[0. 1. 0. 0. 0.]
9329,path/to/image_9329.jpg,[0. 1. 0. 0. 0.]
9330,path/to/image_9330.jpg,[0. 1. 0. 0. 0.]
9331,path/to/image_9331.jpg,[0. 1. 0. 0. 0.]
9332,path/to/image_9332.jpg,[0. 1. 0. 0. 0.]
9333,path/to/image_9333.jpg,[0. 1. 0. 0. 0.]
9334,path/to/image_9334.jpg,[0. 1. 0. 0. 0.]
9335,path/to/image_9335.jpg,[0. 1. 0. 0. 0.]
9336,path/to/image_9336.jpg,[0. 1. 0. 0. 0.]
9337,path/to/image_9337.jpg,[0. 1. 0. 0. 0.]
9338,path/to/image_9338.jpg,[0. 1. 0. 0. 0.]
9339,path/to/image_9339.jpg,[0. 1. 0. 0. 0.]
9340,path/to/image_9340.jpg,[0. 1. 0. 0. 0.]
9341,path/to/image_9341.jpg,[0. 1. 0. 0. 0.]
9342,path/to/image_9342.jpg,[0. 1. 0. 0. 0.]
9343,path/to/image_9343.jpg,[0. 1. 0. 0. 0.]
9344,path/to/image_9344.jpg,[0. 1. 0. 0. 0.]
9345,path/to/image_9345.jpg,[0. 1. 0. 0. 0.]
9346,path/to/image_9346.jpg,[0. 1. 0. 0. 0.]
9347,path/to/image_9347.jpg,[0. 1. 0. 0. 0.]
9348,path/to/image_9348.jpg,[0. 1. 0. 0. 0.]
9349,path/to/image_9349.jpg,[0. 1. 0. 0. 0.]
9350,path/to/image_9350.jpg,[0. 1. 0. 0. 0.]
9351,path/to/image_9351.jpg,[0. 1. 0. 0. 0.]
9352,path/to/image_9352.jpg,[0. 1. 0. 0. 0.]
9353,path/to/image_9353.jpg,[0. 1. 0. 0. 0.]
9354,path/to/image_9354.jpg,[0. 1. 0. 0. 0.]
9355,path/to/image_9355.jpg,[0. 1. 0. 0. 0.]
9356,path/to/image_9356.jpg,[0. 1. 0. 0. 0.]
9357,path/to/image_9357.jpg,[0. 1. 0. 0. 0.]
9358,path/to/image_9358.jpg,[0. 1. 0. 0. 0.]
9359,path/to/image_9359.jpg,[0. 1. 0. 0. 0.]
9360,path/to/image_9360.jpg,[0. 1. 0. 0. 0.]
9361,path/to/image_9361.jpg,[0. 1. 0. 0. 0.]
9362,path/to/image_9362.jpg,[0. 1. 0. 0. 0.]
9363,path/to/image_9363.jpg,[0. 1. 0. 0. 0.]
9364,path/to/image_9364.jpg,[0. 1. 0. 0. 0.]
9365,path/to/image_9365.jpg,[0. 1. 0. 0. 0.]
9366,path/to/image_9366.jpg,[0. 1. 0. 0. 0.]
9367,path/to/image_9367.jpg,[0. 1. 0. 0. 0.]
9368,path/to/image_9368.jpg,[0. 1. 0. 0. 0.]
9369,path/to/image_9369.jpg,[0. 1. 0. 0. 0.]
9370,path/to/image_9370.jpg,[0. 1. 0. 0. 0.]
9371,path/to/image_9371.jpg,[0. 1. 0. 0. 0.]
9372,path/to/image_9372.jpg,[0. 1. 0. 0. 0.]
9373,path/to/image_9373.jpg,[0. 1. 0. 0. 0.]
9374,path/to/image_9374.jpg,[0. 1. 0. 0. 0.]
9375,path/to/image_9375.jpg,[0. 1. 0. 0. 0.]
9376,path/to/image_9376.jpg,[0. 1. 0. 0. 0.]
9377,path/to/image_9377.jpg,[0. 1. 0. 0. 0.]
9378,path/to/image_9378.jpg,[0. 1. 0. 0. 0.]
9379,path/to/image_9379.jpg,[0. 1. 0. 0. 0.]
9380,path/to/image_9380.jpg,[0. 1. 0. 0. 0.]
9381,path/to/image_9381.jpg,[0. 1. 0. 0. 0.]
9382,path/to/image_9382.jpg,[0. 1. 0. 0. 0.]
9383,path/to/image_9383.jpg,[0. 1. 0. 0. 0.]
9384,path/to/image_9384.jpg,[0. 1. 0. 0. 0.]
9385,path/to/image_9385.jpg,[0. 1. 0. 0. 0.]
9386,path/to/image_9386.jpg,[0. 1. 0. 0. 0.]
9387,path/to/image_9387.jpg,[0. 1. 0. 0. 0.]
9388,path/to/image_9388.jpg,[0. 1. 0. 0. 0.]
9389,path/to/image_9389.jpg,[0. 1. 0. 0. 0.]
9390,path/to/image_9390.jpg,[0. 1. 0. 0. 0.]
9391,path/to/image_9391.jpg,[0. 1. 0. 0. 0.]
9392,path/to/image_9392.jpg,[0. 1. 0. 0. 0.]
9393,path/to/image_9393.jpg,[0. 1. 0. 0. 0.]
9394,path/to/image_9394.jpg,[0. 1. 0. 0. 0.]
9395,path/to/image_9395.jpg,[0. 1. 0. 0. 0.]
9396,path/to/image_9396.jpg,[0. 1. 0. 0. 0.]
9397,path/to/image_9397.jpg,[0. 1. 0. 0. 0.]
9398,path/to/image_9398.jpg,[0. 1. 0. 0. 0.]
9399,path/to/image_9399.jpg,[0. 1. 0. 0. 0.]
9400,path/to/image_9400.jpg,[0. 1. 0. 0. 0.]
9401,path/to/image_9401.jpg,[0. 1. 0. 0. 0.]
9402,path/to/image_9402.jpg,[0. 1. 0. 0. 0.]
9403,path/to/image_9403.jpg,[0. 1. 0. 0. 0.]
9404,path/to/image_9404.jpg,[0. 1. 0. 0. 0.]
9405,path/to/image_9405.jpg,[0. 1. 0. 0. 0.]
9406,path/to/image_9406.jpg,[0. 1. 0. 0. 0.]
9407,path/to/image_9407.jpg,[0. 1. 0. 0. 0.]
9408,path/to/image_9408.jpg,[0. 1. 0. 0. 0.]
9409,path/to/image_9409.jpg,[0. 1. 0. 0. 0.]
9410,path/to/image_9410.jpg,[0. 1. 0. 0. 0.]
9411,path/to/image_9411.jpg,[0. 1. 0. 0. 0.]
9412,path/to/image_9412.jpg,[0. 1. 0. 0. 0.]
9413,path/to/image_9413.jpg,[0. 1. 0. 0. 0.]
9414,path/to/image_9414.jpg,[0. 1. 0. 0. 0.]
9415,path/to/image_9415.jpg,[0. 1. 0. 0. 0.]
9416,path/to/image_9416.jpg,[0. 1. 0. 0. 0.]
9417,path/to/image_9417.jpg,[0. 1. 0. 0. 0.]
9418,path/to/image_9418.jpg,[0. 1. 0. 0. 0.]
9419,path/to/image_9419.jpg,[0. 1. 0. 0. 0.]
9420,path/to/image_9420.jpg,[0. 1. 0. 0. 0.]
9421,path/to/image_9421.jpg,[0. 1. 0. 0. 0.]
9422,path/to/image_9422.jpg,[0. 1. 0. 0. 0.]
9423,path/to/image_9423.jpg,[0. 1. 0. 0. 0.]
9424,path/to/image_9424.jpg,[0. 1. 0. 0. 0.]
9425,path/to/image_9425.jpg,[0. 1. 0. 0. 0.]
9426,path/to/image_9426.jpg,[0. 1. 0. 0. 0.]
9427,path/to/image_9427.jpg,[0. 1. 0. 0. 0.]
9428,path/to/image_9428.jpg,[0. 1. 0. 0. 0.]
9429,path/to/image_9429.jpg,[0. 1. 0. 0. 0.]
9430,path/to/image_9430.jpg,[0. 1. 0. 0. 0.]
9431,path/to/image_9431.jpg,[0. 1. 0. 0. 0.]
9432,path/to/image_9432.jpg,[0. 1. 0. 0. 0.]
9433,path/to/image_9433.jpg,[0. 1. 0. 0. 0.]
9434,path/to/image_9434.jpg,[0. 1. 0. 0. 0.]
9435,path/to/image_9435.jpg,[0. 1. 0. 0. 0.]
9436,path/to/image_9436.jpg,[0. 1. 0. 0. 0.]
9437,path/to/image_9437.jpg,[0. 1. 0. 0. 0.]
9438,path/to/image_9438.jpg,[0. 1. 0. 0. 0.]
9439,path/to/image_9439.jpg,[0. 1. 0. 0. 0.]
9440,path/to/image_9440.jpg,[0. 1. 0. 0. 0.]
9441,path/to/image_9441.jpg,[0. 1. 0. 0. 0.]
9442,path/to/image_9442.jpg,[0. 1. 0. 0. 0.]
9443,path/to/image_9443.jpg,[0. 1. 0. 0. 0.]
9444,path/to/image_9444.jpg,[0. 1. 0. 0. 0.]
9445,path/to/image_9445.jpg,[0. 1. 0. 0. 0.]
9446,path/to/image_9446.jpg,[0. 1. 0. 0. 0.]
9447,path/to/image_9447.jpg,[0. 1. 0. 0. 0.]
9448,path/to/image_9448.jpg,[0. 1. 0. 0. 0.]
9449,path/to/image_9449.jpg,[0. 1. 0. 0. 0.]
9450,path/to/image_9450.jpg,[0. 1. 0. 0. 0.]
9451,path/to/image_9451.jpg,[0. 1. 0. 0. 0.]
9452,path/to/image_9452.jpg,[0. 1. 0. 0. 0.]
9453,path/to/image_9453.jpg,[0. 1. 0. 0. 0.]
9454,path/to/image_9454.jpg,[0. 1. 0. 0. 0.]
9455,path/to/image_9455.jpg,[0. 1. 0. 0. 0.]
9456,path/to/image_9456.jpg,[0. 1. 0. 0. 0.]
9457,path/to/image_9457.jpg,[0. 1. 0. 0. 0.]
9458,path/to/image_9458.jpg,[0. 1. 0. 0. 0.]
9459,path/to/image_9459.jpg,[0. 1. 0. 0. 0.]
9460,path/to/image_9460.jpg,[0. 1. 0. 0. 0.]
9461,path/to/image_9461.jpg,[0. 1. 0. 0. 0.]
9462,path/to/image_9462.jpg,[0. 1. 0. 0. 0.]
9463,path/to/image_9463.jpg,[0. 1. 0. 0. 0.]
9464,path/to/image_9464.jpg,[0. 1. 0. 0. 0.]
9465,path/to/image_9465.jpg,[0. 1. 0. 0. 0.]
9466,path/to/image_9466.jpg,[0. 1. 0. 0. 0.]
9467,path/to/image_9467.jpg,[0. 1. 0. 0. 0.]
9468,path/to/image_9468.jpg,[0. 1. 0. 0. 0.]
9469,path/to/image_9469.jpg,[0. 1. 0. 0. 0.]
9470,path/to/image_9470.jpg,[0. 1. 0. 0. 0.]
9471,path/to/image_9471.jpg,[0. 1. 0. 0. 0.]
9472,path/to/image_9472.jpg,[0. 1. 0. 0. 0.]
9473,path/to/image_9473.jpg,[0. 1. 0. 0. 0.]
9474,path/to/image_9474.jpg,[0. 1. 0. 0. 0.]
9475,path/to/image_9475.jpg,[0. 1. 0. 0. 0.]
9476,path/to/image_9476.jpg,[0. 1. 0. 0. 0.]
9477,path/to/image_9477.jpg,[0. 1. 0. 0. 0.]
9478,path/to/image_9478.jpg,[0. 1. 0. 0. 0.]
9479,path/to/image_9479.jpg,[0. 1. 0. 0. 0.]
9480,path/to/image_9480.jpg,[0. 1. 0. 0. 0.]
9481,path/to/image_9481.jpg,[0. 1. 0. 0. 0.]
9482,path/to/image_9482.jpg,[0. 1. 0. 0. 0.]
9483,path/to/image_9483.jpg,[0. 1. 0. 0. 0.]
9484,path/to/image_9484.jpg,[0. 1. 0. 0. 0.]
9485,path/to/image_9485.jpg,[0. 0. 0. 1. 0.]
9486,path/to/image_9486.jpg,[0. 0. 0. 1. 0.]
9487,path/to/image_9487.jpg,[0. 0. 0. 1. 0.]
9488,path/to/image_9488.jpg,[0. 0. 0. 1. 0.]
9489,path/to/image_9489.jpg,[0. 0. 0. 1. 0.]
9490,path/to/image_9490.jpg,[0. 0. 0. 1. 0.]
9491,path/to/image_9491.jpg,[0. 0. 0. 1. 0.]
9492,path/to/image_9492.jpg,[0. 0. 0. 1. 0.]
9493,path/to/image_9493.jpg,[0. 0. 0. 1. 0.]
9494,path/to/image_9494.jpg,[0. 0. 0. 1. 0.]
9495,path/to/image_9495.jpg,[0. 0. 0. 1. 0.]
9496,path/to/image_9496.jpg,[0. 0. 0. 1. 0.]
9497,path/to/image_9497.jpg,[0. 0. 0. 1. 0.]
9498,path/to/image_9498.jpg,[0. 0. 0. 1. 0.]
9499,path/to/image_9499.jpg,[0. 0. 0. 1. 0.]
9500,path/to/image_9500.jpg,[0. 0. 0. 1. 0.]
9501,path/to/image_9501.jpg,[0. 0. 0. 1. 0.]
9502,path/to/image_9502.jpg,[0. 0. 0. 1. 0.]
9503,path/to/image_9503.jpg,[0. 0. 0. 1. 0.]
9504,path/to/image_9504.jpg,[0. 0. 0. 1. 0.]
9505,path/to/image_9505.jpg,[0. 0. 0. 1. 0.]
9506,path/to/image_9506.jpg,[0. 0. 0. 1. 0.]
9507,path/to/image_9507.jpg,[0. 0. 0. 1. 0.]
9508,path/to/image_9508.jpg,[0. 0. 0. 1. 0.]
9509,path/to/image_9509.jpg,[0. 0. 0. 1. 0.]
9510,path/to/image_9510.jpg,[0. 0. 0. 1. 0.]
9511,path/to/image_9511.jpg,[0. 0. 0. 1. 0.]
9512,path/to/image_9512.jpg,[0. 0. 0. 1. 0.]
9513,path/to/image_9513.jpg,[0. 0. 0. 1. 0.]
9514,path/to/image_9514.jpg,[0. 0. 0. 1. 0.]
9515,path/to/image_9515.jpg,[0. 0. 0. 1. 0.]
9516,path/to/image_9516.jpg,[0. 0. 0. 1. 0.]
9517,path/to/image_9517.jpg,[0. 0. 0. 1. 0.]
9518,path/to/image_9518.jpg,[0. 0. 0. 1. 0.]
9519,path/to/image_9519.jpg,[0. 0. 0. 1. 0.]
9520,path/to/image_9520.jpg,[0. 0. 0. 1. 0.]
9521,path/to/image_9521.jpg,[0. 0. 0. 1. 0.]
9522,path/to/image_9522.jpg,[0. 0. 0. 1. 0.]
9523,path/to/image_9523.jpg,[0. 0. 0. 1. 0.]
9524,path/to/image_9524.jpg,[0. 0. 0. 1. 0.]
9525,path/to/image_9525.jpg,[0. 0. 0. 1. 0.]
9526,path/to/image_9526.jpg,[0. 0. 0. 1. 0.]
9527,path/to/image_9527.jpg,[0. 0. 0. 1. 0.]
9528,path/to/image_9528.jpg,[0. 0. 0. 1. 0.]
9529,path/to/image_9529.jpg,[0. 0. 0. 1. 0.]
9530,path/to/image_9530.jpg,[0. 0. 0. 1. 0.]
9531,path/to/image_9531.jpg,[0. 0. 0. 1. 0.]
9532,path/to/image_9532.jpg,[0. 0. 0. 1. 0.]
9533,path/to/image_9533.jpg,[0. 0. 0. 1. 0.]
9534,path/to/image_9534.jpg,[0. 0. 0. 1. 0.]
9535,path/to/image_9535.jpg,[0. 0. 0. 1. 0.]
9536,path/to/image_9536.jpg,[0. 0. 0. 1. 0.]
9537,path/to/image_9537.jpg,[0. 0. 0. 1. 0.]
9538,path/to/image_9538.jpg,[0. 0. 0. 1. 0.]
9539,path/to/image_9539.jpg,[0. 0. 0. 1. 0.]
9540,path/to/image_9540.jpg,[0. 0. 0. 1. 0.]
9541,path/to/image_9541.jpg,[0. 0. 0. 1. 0.]
9542,path/to/image_9542.jpg,[0. 0. 0. 1. 0.]
9543,path/to/image_9543.jpg,[0. 0. 0. 1. 0.]
9544,path/to/image_9544.jpg,[0. 0. 0. 1. 0.]
9545,path/to/image_9545.jpg,[0. 0. 0. 1. 0.]
9546,path/to/image_9546.jpg,[0. 0. 0. 1. 0.]
9547,path/to/image_9547.jpg,[0. 0. 0. 1. 0.]
9548,path/to/image_9548.jpg,[0. 0. 0. 1. 0.]
9549,path/to/image_9549.jpg,[0. 0. 0. 1. 0.]
9550,path/to/image_9550.jpg,[0. 0. 0. 1. 0.]
9551,path/to/image_9551.jpg,[0. 0. 0. 1. 0.]
9552,path/to/image_9552.jpg,[0. 0. 0. 1. 0.]
9553,path/to/image_9553.jpg,[0. 0. 0. 1. 0.]
9554,path/to/image_9554.jpg,[0. 0. 0. 1. 0.]
9555,path/to/image_9555.jpg,[0. 0. 0. 1. 0.]
9556,path/to/image_9556.jpg,[0. 0. 0. 1. 0.]
9557,path/to/image_9557.jpg,[0. 0. 0. 1. 0.]
9558,path/to/image_9558.jpg,[0. 0. 0. 1. 0.]
9559,path/to/image_9559.jpg,[0. 0. 0. 1. 0.]
9560,path/to/image_9560.jpg,[0. 0. 0. 1. 0.]
9561,path/to/image_9561.jpg,[0. 0. 0. 1. 0.]
9562,path/to/image_9562.jpg,[0. 0. 0. 1. 0.]
9563,path/to/image_9563.jpg,[0. 0. 0. 1. 0.]
9564,path/to/image_9564.jpg,[0. 0. 0. 1. 0.]
9565,path/to/image_9565.jpg,[0. 0. 0. 1. 0.]
9566,path/to/image_9566.jpg,[0. 0. 0. 1. 0.]
9567,path/to/image_9567.jpg,[0. 0. 0. 1. 0.]
9568,path/to/image_9568.jpg,[0. 0. 0. 1. 0.]
9569,path/to/image_9569.jpg,[0. 0. 0. 1. 0.]
9570,path/to/image_9570.jpg,[0. 0. 0. 1. 0.]
9571,path/to/image_9571.jpg,[0. 0. 0. 1. 0.]
9572,path/to/image_9572.jpg,[0. 0. 0. 1. 0.]
9573,path/to/image_9573.jpg,[0. 0. 0. 1. 0.]
9574,path/to/image_9574.jpg,[0. 0. 0. 1. 0.]
9575,path/to/image_9575.jpg,[0. 0. 0. 1. 0.]
9576,path/to/image_9576.jpg,[0. 0. 0. 1. 0.]
9577,path/to/image_9577.jpg,[0. 0. 0. 1. 0.]
9578,path/to/image_9578.jpg,[0. 0. 0. 1. 0.]
9579,path/to/image_9579.jpg,[0. 0. 0. 1. 0.]
9580,path/to/image_9580.jpg,[0. 0. 0. 1. 0.]
9581,path/to/image_9581.jpg,[0. 0. 0. 1. 0.]
9582,path/to/image_9582.jpg,[0. 0. 0. 1. 0.]
9583,path/to/image_9583.jpg,[0. 0. 0. 1. 0.]
9584,path/to/image_9584.jpg,[0. 0. 0. 1. 0.]
9585,path/to/image_9585.jpg,[0. 0. 0. 1. 0.]
9586,path/to/image_9586.jpg,[0. 0. 0. 1. 0.]
9587,path/to/image_9587.jpg,[0. 0. 0. 1. 0.]
9588,path/to/image_9588.jpg,[0. 0. 0. 1. 0.]
9589,path/to/image_9589.jpg,[0. 0. 0. 1. 0.]
9590,path/to/image_9590.jpg,[0. 0. 0. 1. 0.]
9591,path/to/image_9591.jpg,[0. 0. 0. 1. 0.]
9592,path/to/image_9592.jpg,[0. 0. 0. 1. 0.]
9593,path/to/image_9593.jpg,[0. 0. 0. 1. 0.]
9594,path/to/image_9594.jpg,[0. 0. 0. 1. 0.]
9595,path/to/image_9595.jpg,[0. 0. 0. 1. 0.]
9596,path/to/image_9596.jpg,[0. 0. 0. 1. 0.]
9597,path/to/image_9597.jpg,[0. 0. 0. 1. 0.]
9598,path/to/image_9598.jpg,[0. 0. 0. 1. 0.]
9599,path/to/image_9599.jpg,[0. 0. 0. 1. 0.]
9600,path/to/image_9600.jpg,[0. 0. 0. 1. 0.]
9601,path/to/image_9601.jpg,[0. 0. 0. 1. 0.]
9602,path/to/image_9602.jpg,[0. 0. 0. 1. 0.]
9603,path/to/image_9603.jpg,[0. 0. 0. 1. 0.]
9604,path/to/image_9604.jpg,[0. 0. 0. 1. 0.]
9605,path/to/image_9605.jpg,[0. 0. 0. 1. 0.]
9606,path/to/image_9606.jpg,[0. 0. 0. 1. 0.]
9607,path/to/image_9607.jpg,[0. 0. 0. 1. 0.]
9608,path/to/image_9608.jpg,[0. 0. 0. 1. 0.]
9609,path/to/image_9609.jpg,[0. 0. 0. 1. 0.]
9610,path/to/image_9610.jpg,[0. 0. 0. 1. 0.]
9611,path/to/image_9611.jpg,[0. 0. 0. 1. 0.]
9612,path/to/image_9612.jpg,[0. 0. 0. 1. 0.]
9613,path/to/image_9613.jpg,[0. 0. 0. 1. 0.]
9614,path/to/image_9614.jpg,[0. 0. 0. 1. 0.]
9615,path/to/image_9615.jpg,[0. 0. 0. 1. 0.]
9616,path/to/image_9616.jpg,[0. 0. 0. 1. 0.]
9617,path/to/image_9617.jpg,[0. 0. 0. 1. 0.]
9618,path/to/image_9618.jpg,[0. 0. 0. 1. 0.]
9619,path/to/image_9619.jpg,[0. 0. 0. 1. 0.]
9620,path/to/image_9620.jpg,[0. 0. 0. 1. 0.]
9621,path/to/image_9621.jpg,[0. 0. 0. 1. 0.]
9622,path/to/image_9622.jpg,[0. 0. 0. 1. 0.]
9623,path/to/image_9623.jpg,[0. 0. 0. 1. 0.]
9624,path/to/image_9624.jpg,[0. 0. 0. 1. 0.]
9625,path/to/image_9625.jpg,[0. 0. 0. 1. 0.]
9626,path/to/image_9626.jpg,[0. 0. 0. 1. 0.]
9627,path/to/image_9627.jpg,[0. 0. 0. 1. 0.]
9628,path/to/image_9628.jpg,[0. 0. 0. 1. 0.]
9629,path/to/image_9629.jpg,[0. 0. 0. 1. 0.]
9630,path/to/image_9630.jpg,[0. 0. 0. 1. 0.]
9631,path/to/image_9631.jpg,[0. 0. 0. 1. 0.]
9632,path/to/image_9632.jpg,[0. 0. 0. 1. 0.]
9633,path/to/image_9633.jpg,[0. 0. 0. 1. 0.]
9634,path/to/image_9634.jpg,[0. 0. 0. 1. 0.]
9635,path/to/image_9635.jpg,[0. 0. 0. 1. 0.]
9636,path/to/image_9636.jpg,[0. 0. 0. 1. 0.]
9637,path/to/image_9637.jpg,[0. 0. 0. 1. 0.]
9638,path/to/image_9638.jpg,[0. 0. 0. 1. 0.]
9639,path/to/image_9639.jpg,[0. 0. 0. 1. 0.]
9640,path/to/image_9640.jpg,[0. 0. 0. 1. 0.]
9641,path/to/image_9641.jpg,[0. 0. 0. 1. 0.]
9642,path/to/image_9642.jpg,[0. 0. 0. 1. 0.]
9643,path/to/image_9643.jpg,[0. 0. 0. 1. 0.]
9644,path/to/image_9644.jpg,[0. 0. 0. 1. 0.]
9645,path/to/image_9645.jpg,[0. 0. 0. 1. 0.]
9646,path/to/image_9646.jpg,[0. 0. 0. 1. 0.]
9647,path/to/image_9647.jpg,[0. 0. 0. 1. 0.]
9648,path/to/image_9648.jpg,[0. 0. 0. 1. 0.]
9649,path/to/image_9649.jpg,[0. 0. 0. 1. 0.]
9650,path/to/image_9650.jpg,[0. 0. 0. 1. 0.]
9651,path/to/image_9651.jpg,[0. 0. 0. 1. 0.]
9652,path/to/image_9652.jpg,[0. 0. 0. 1. 0.]
9653,path/to/image_9653.jpg,[0. 0. 0. 1. 0.]
9654,path/to/image_9654.jpg,[0. 0. 0. 1. 0.]
9655,path/to/image_9655.jpg,[0. 0. 0. 1. 0.]
9656,path/to/image_9656.jpg,[0. 0. 0. 1. 0.]
9657,path/to/image_9657.jpg,[0. 0. 0. 1. 0.]
9658,path/to/image_9658.jpg,[0. 0. 0. 1. 0.]
9659,path/to/image_9659.jpg,[0. 0. 0. 1. 0.]
9660,path/to/image_9660.jpg,[0. 0. 0. 1. 0.]
9661,path/to/image_9661.jpg,[0. 0. 0. 1. 0.]
9662,path/to/image_9662.jpg,[0. 0. 0. 1. 0.]
9663,path/to/image_9663.jpg,[0. 0. 0. 1. 0.]
9664,path/to/image_9664.jpg,[0. 0. 0. 1. 0.]
9665,path/to/image_9665.jpg,[0. 0. 0. 1. 0.]
9666,path/to/image_9666.jpg,[0. 0. 0. 1. 0.]
9667,path/to/image_9667.jpg,[0. 0. 0. 1. 0.]
9668,path/to/image_9668.jpg,[0. 0. 0. 1. 0.]
9669,path/to/image_9669.jpg,[0. 0. 0. 1. 0.]
9670,path/to/image_9670.jpg,[0. 0. 0. 1. 0.]
9671,path/to/image_9671.jpg,[0. 0. 0. 1. 0.]
9672,path/to/image_9672.jpg,[0. 0. 0. 1. 0.]
9673,path/to/image_9673.jpg,[0. 0. 0. 1. 0.]
9674,path/to/image_9674.jpg,[0. 0. 0. 1. 0.]
9675,path/to/image_9675.jpg,[0. 0. 0. 1. 0.]
9676,path/to/image_9676.jpg,[0. 0. 0. 1. 0.]
9677,path/to/image_9677.jpg,[0. 0. 0. 1. 0.]
9678,path/to/image_9678.jpg,[0. 0. 0. 1. 0.]
9679,path/to/image_9679.jpg,[0. 0. 0. 1. 0.]
9680,path/to/image_9680.jpg,[0. 0. 0. 1. 0.]
9681,path/to/image_9681.jpg,[0. 0. 0. 1. 0.]
9682,path/to/image_9682.jpg,[0. 0. 0. 1. 0.]
9683,path/to/image_9683.jpg,[0. 0. 0. 1. 0.]
9684,path/to/image_9684.jpg,[0. 0. 0. 1. 0.]
9685,path/to/image_9685.jpg,[0. 0. 0. 1. 0.]
9686,path/to/image_9686.jpg,[0. 0. 0. 1. 0.]
